song_id,title,artist,year,decade,chart_position,source,lyrics,lyrics_clean
S01670,der kommissar,after the fire,1983,1980s,30,walkerkq,zwei drei vier one two three its easy to see but its not that i dont care so cause i hear it all the time but they never let you know on the tv and the radio she was young her heart was pure but every night is bright she got she said sugar is sweet she come rappin to the beat then i knew that she was hot she was singin dont turn around oh ohincomprehensible der kommissars in town oh oh youre in his eye and youll know why the more you live the faster you will die alles klar herr kommissar she said babe you know i miss jill and joe and all my funky friends but my street understanding was just enough to know what she really meant and i got to thinking while she was talking that i know she told the story of those special places that she goes when she rides with the others in the subway singin dont turn around oh oh der kommissars in town oh oh and if he talks to you and you dont know why you say your life is gonna make you die alles klar herr kommissar well we meet jill and joe and brother herr and the whole cool gang and oh theyre rappin here theyre rappin there but shes climbin on the wall its a clear case herr kommissar cause all the children know theyre all slidin down into the valley theyre all slipping on the same snow hear the children dont turn around oh oh der kommissars in town oh oh hes got the power and youre so weak and youre frustration will not let you speak dont turn around oh oh der kommissars in town oh oh and if he talks to you then youll know why the more you live the faster you will die dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh,zwei drei vier one two three easy see care cause hear time never let know radio young heart pure every night bright got said sugar sweet come rapping beat knew hot singing turn around ohincomprehensible kommissars town eye know live faster alles klar herr kommissar said babe know miss jill joe funky friends street understanding enough know really meant got thinking talking know told story special places goes rides others subway singing turn around kommissars town talks know say life make alles klar herr kommissar well meet jill joe brother herr whole cool gang rapping rapping climbing wall clear case herr kommissar cause children know sliding valley slipping snow hear children turn around kommissars town got power weak frustration let speak turn around kommissars town talks know live faster turn around kommissars town turn around kommissars town turn around kommissars town turn around kommissars town turn around kommissars town turn around kommissars town
S01671,puttin on the ritz,taco,1983,1980s,31,walkerkq, if youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz different types who wear a day coat pants with stripes and cutaway coat perfect fits puttin on the ritzdressed up like a million dollar trooper tryin hard to look like gary cooper super duper come lets mix where rockefellers walk with sticks or umbrellas in their mitts puttin on the ritzhave you seen the welltodo up and down park avenue on that famous thoroughfare with their noses in the air high hats and arrow collars white spats and lots of dollars spending every dime for a wonderful timeif youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz different types who wear a day coat pants with stripes and cutaway coat perfect fits puttin on the ritzdressed up like a million dollar trooper tryin hard to look like gary cooper super duper come lets mix where rockefellers walk with sticks or umbrellas in their mitts puttin on the ritzdressed up like a million dollar trooper tryin hard to look like gary cooper super duper if youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz puttin on the ritz puttin on the ritz puttin on the ritzdowntown uptown get your kicks at the ritz dine n wine but not til nine the time is right for us to tonight we can move move to the rhythm you can move dance to the rhythm nice and easyi wantcha to move put it on puttin it on puttin it on puttin it on the r i t z how bout you and me says gotta dance gotta danceif youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz puttin on the ritz puttin on the ritz puttin on the ritz ,blue know fashion sits putting ritz different types wear day coat pants stripes cutaway coat perfect fits putting ritzdressed like million dollar trooper trying hard look like gary cooper super duper come mix rockefellers walk sticks umbrellas mitts putting ritzhave seen welltodo park avenue famous thoroughfare noses air high hats arrow collars white spats lots dollars spending every dime wonderful timeif blue know fashion sits putting ritz different types wear day coat pants stripes cutaway coat perfect fits putting ritzdressed like million dollar trooper trying hard look like gary cooper super duper come mix rockefellers walk sticks umbrellas mitts putting ritzdressed like million dollar trooper trying hard look like gary cooper super duper blue know fashion sits putting ritz putting ritz putting ritz putting ritzdowntown uptown get kicks ritz dine wine nine time right tonight move move rhythm move dance rhythm nice easyi wantcha move put putting putting putting says dance danceif blue know fashion sits putting ritz putting ritz putting ritz putting ritz
S01672,sexual healing,marvin gaye,1983,1980s,32,walkerkq, get up get up get up get up wake up wake up wake up wake upoh baby now lets get down tonightooh baby im hot just like an oven i need some lovin and baby i cant hold it much longer its getting stronger and strongerand when i get that feeling i want sexual healing sexual healing oh baby makes me feel so finehelps to relieve my mind sexual healing baby is good for me sexual healing is something thats good for mewhenever blue teardrops are fallin and my emotional stability is leaving me there is something i can do i can get on the telephone and call you up babyand honey i know youll be there to relieve me the love you give to me will free me if you dont know the thing youre dealing ohh i can tell you darling that its sexual healingget up get up get up get up lets make love tonight wake up wake up wake up wake up cause you do it rightbaby i got sick this mornin a sea was stormin inside of me baby i think im capsizin the waves are risin and risinand when i get that feeling i want sexual healing sexual healing is good for me makes me feel so fine its such a rush helps to relieve the mind and its good for ussexual healing baby its good for me sexual healing is something thats good for me well its good for me and its so good to me my baby ohhcome take control just grab a hold of my body and mind soon well be making it honey ill be feeling fine youre my medicine open up and let me in darling youre so great i cant wait for you to operatei cant wait for you to operatewhen i get this feeling i need sexual healing oh when i get this feeling i need sexual healing i gotta have sexual healing darling cause im all alone sexual healing darling till you come back homeplease dont procrastinate its not good to masturbate ,get get get get wake wake wake wake upoh baby get tonightooh baby hot like oven need loving baby hold much longer getting stronger strongerand get feeling want sexual healing sexual healing baby makes feel finehelps relieve mind sexual healing baby good sexual healing something good mewhenever blue teardrops falling emotional stability leaving something get telephone call babyand honey know relieve love give free know thing dealing ohh tell darling sexual healingget get get get make love tonight wake wake wake wake cause rightbaby got sick morning sea storming inside baby think capsizing waves rising risinand get feeling want sexual healing sexual healing good makes feel fine rush helps relieve mind good ussexual healing baby good sexual healing something good well good good baby ohhcome take control grab hold body mind soon well making honey feeling fine medicine open let darling great wait operatei wait operatewhen get feeling need sexual healing get feeling need sexual healing sexual healing darling cause alone sexual healing darling till come back homeplease procrastinate good masturbate
S01673,keep feeling fascination,the human league,1983,1980s,33,walkerkq, if it seems a little time is needed decisions to be made the good advice of friends unheeded for the best of plans mislaidjust looking for a new direction in an old familiar way the forming of a new connection to study or to playand so the conversation turned until the sun went down and many fantasies were learned on that daykeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onwell the truth may need some rearranging stories to be told and plain to see the facts are changing no meaning left to holdand so the conversation turned until the sun went down and many fantasies were learned on that daykeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onand so the conversation turned until the sun went down and many fantasies were learned on that daykeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onkeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onkeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving on ,seems little time needed decisions made good advice friends unheeded best plans mislaidjust looking new direction old familiar way forming new connection study playand conversation turned sun went many fantasies learned daykeep feeling fascination passion burning love strong keep feeling fascination looking learning moving onwell truth may need rearranging stories told plain see facts changing meaning left holdand conversation turned sun went many fantasies learned daykeep feeling fascination passion burning love strong keep feeling fascination looking learning moving onand conversation turned sun went many fantasies learned daykeep feeling fascination passion burning love strong keep feeling fascination looking learning moving onkeep feeling fascination passion burning love strong keep feeling fascination looking learning moving onkeep feeling fascination passion burning love strong keep feeling fascination looking learning moving
S01674,time clock of the heart,culture club,1983,1980s,34,walkerkq, dont put your head on my shoulder sink me in a river of tears this could be the best place yet but you must overcome your fearsooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and time wont give me time wont give me time time time timedont make me feel any colder time is like a clock in my heart touch me touch was the key too much i felt i lost you from the startooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and time wont give me time wont give me time time time time ooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and you know time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and you know time wont give me time and time makes lovers feel like theyve got something real ,put head shoulder sink river tears could best place yet must overcome fearsooh time could much time precious know time could much time nothing show time give time time makes lovers feel like got something real know got nothing time time give time give time time time timedont make feel colder time like clock heart touch touch key much felt lost startooh time could much time precious know time could much time nothing show time give time time makes lovers feel like got something real know got nothing time time give time give time time time time time could much time precious know time could much time nothing show time give time time makes lovers feel like got something real know got nothing time know time give time time makes lovers feel like got something real know got nothing time know time give time time makes lovers feel like got something real
S01675,the safety dance,men without hats,1983,1980s,35,walkerkq,we can dance if we want to we can leave your friends behind cause your friends dont dance and if they dont dance well theyre no friends of mine say we can go where we want to a place where they will never find and we can act like we come from out of this world leave the real one far behind and we can dance dansez we can go when we want to night is young and so am i and we can dress real neat from our hats to our feet and surprise them with a victory cry say we can act if we want to if we dont nobody will and you can act real rude and totally removed and i can act like an imbecile and say we can dance we can dance everythings out of control we can dance we can dance were doing it from pole to pole we can dance we can dance everybody look at your hands we can dance we can dance everybodys taking the chance its a safety dance oh well its safe to dance yes it safe to dance we can dance if we want to weve got all your life and mine as long as we abuse it never going to lose it everything will work out right i say we can dance if we want to we can leave your friends behind cause your friends dont dance and if they dont dance well theyre no friends of mine i say we can dance we can dance everythings out of control we can dance we can dance were doing it from pole to pole we can dance we can dance everybody look at your hands we can dance we can dance everybodys taking the chance well its safe to dance yes its safe to dance well its safe to dance well its safe to dance yes its safe to dance well its safe to dance well its safe to dance its a safety dance well its a safety dance oh its a safety dance oh its a safety dance well its a safety dance,dance want leave friends behind cause friends dance dance well friends mine say want place never find act like come world leave real one far behind dance dansez want night young dress real neat hats feet surprise victory cry say act want nobody act real rude totally removed act like imbecile say dance dance everythings control dance dance pole pole dance dance everybody look hands dance dance everybodys taking chance safety dance well safe dance yes safe dance dance want weve got life mine long abuse never going lose everything work right say dance want leave friends behind cause friends dance dance well friends mine say dance dance everythings control dance dance pole pole dance dance everybody look hands dance dance everybodys taking chance well safe dance yes safe dance well safe dance well safe dance yes safe dance well safe dance well safe dance safety dance well safety dance safety dance safety dance well safety dance
S01676,mickey,toni basil,1983,1980s,36,walkerkq, oh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickeyhey mickey youve been around all night and thats a little long you think youve got the right but i think youve got it wrong why cant you say goodnight so you can take me home mickeycause when you say you will it always means you wont youre givin me the chills baby please baby dont every night you still leave me all alone mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyhey mickey now when you take me by the hooves everyones gonna know every time you move i let a little more show theres somethin we can use so dont say no mickeyso come on and give it to me any way you can any way you wanna do it ill treat you like a man oh please baby please dont leave me in a jam mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey ,mickey fine fine blow mind mickey mickeyoh mickey fine fine blow mind mickey mickeyoh mickey fine fine blow mind mickey mickeyoh mickey fine fine blow mind mickeyhey mickey around night little long think got right think got wrong say goodnight take home mickeycause say always means giving chills baby please baby every night still leave alone mickeyoh mickey pity understand take heart take hand mickey pretty understand guys like mickey mickey mickey break heart mickeyhey mickey take hooves everyones know every time move let little show something use say mickeyso come give way way treat like man please baby please leave jam mickeyoh mickey pity understand take heart take hand mickey pretty understand guys like mickey mickey mickey break heart mickeyoh mickey fine fine blow mind mickey mickeyoh mickey fine fine blow mind mickey mickeyoh mickey fine fine blow mind mickey mickeyoh mickey fine fine blow mind mickeyoh mickey pity understand take heart take hand mickey pretty understand guys like mickey mickey mickey break heart mickeyoh mickey pity understand take heart take hand mickey pretty understand guys like mickey mickey mickey break heart mickeyoh mickey pity understand take heart take hand mickey pretty understand guys like mickey mickey mickey break heart mickeyoh mickey pity understand take heart take hand mickey pretty understand guys like mickey
S01677,you cant hurry love,phil collins,1983,1980s,37,walkerkq, i need love love to ease my mind i need to find find someone to call mine but mama said you cant hurry love no you just have to wait she said love dont come easy its a game of give and take you cant hurry love no you just have to wait you gotta trust give it time no matter how long it takes but how many heartaches must i stand before i find a love to let me live again right now the only thing that keeps me hanging on when i feel my strength yeah its almost gone i remember mama saidyou cant hurry love no you just have to wait she said love dont come easy its a game of give and take how long must i wait how much more can i take before loneliness will cause my heart heart to break no i cant bear to live my life alone i grow impatient for a love to call my own but when i feel that i i cant go on these precious words keeps me hanging on i remember mama saidcant hurry love no you just have to wait she said love dont come easy its a game of give and takeyou cant hurry love no you just have to wait she said trust give it time no matter how long it takesno love love dont come easy but i keep on waiting anticipating for that soft voice to talk to me at night for some tender arms to hold me tight i keep waiting i keep on waiting but it aint easy it aint easy when mama saidyou cant hurry love no you just have to wait she said trust give it time no matter how long it takesyou cant hurry love no you just have to wait she said love dont come easy its a game of give and take you cant hurry love no you cant ,need love love ease mind need find find someone call mine said hurry love wait said love come easy game give take hurry love wait trust give time matter long takes many heartaches must stand find love let live right thing keeps hanging feel strength almost gone remember saidyou hurry love wait said love come easy game give take long must wait much take loneliness cause heart heart break bear live life alone grow impatient love call feel precious words keeps hanging remember saidcant hurry love wait said love come easy game give takeyou hurry love wait said trust give time matter long takesno love love come easy keep waiting anticipating soft voice talk night tender arms hold tight keep waiting keep waiting easy easy saidyou hurry love wait said trust give time matter long takesyou hurry love wait said love come easy game give take hurry love
S01678,separate ways worlds apart,journey,1983,1980s,38,walkerkq, here we stand worlds apart hearts broken in two two two sleepless nights losing ground im reachin for you you youfeelin that its gone can change your mind if we cant go on to survive the tide love dividessomeday love will find you break those chains that bind you one night will remind you how we touched and went our separate ways if he ever hurts you true love wont desert you you know i still love you though we touched and went our separate waystroubled times caught between confusion and pain pain pain distant eyes promises we made were in vain in vain vainif you must go i wish you love youll never walk alone take care my love miss you lovesomeday love will find you break those chains that bind you one night will remind you how we touched and went our separate ways if he ever hurts you true love wont desert you you know i still love you though we touched and went our separate wayssomeday love will find you break those chains that bind you one night will remind you if he ever hurts you true love wont desert you you know i still love youi still love you girl i really love you girl and if he ever hurts you true love wont desert you no no ,stand worlds apart hearts broken two two two sleepless nights losing ground reaching youfeelin gone change mind survive tide love dividessomeday love find break chains bind one night remind touched went separate ways ever hurts true love desert know still love though touched went separate waystroubled times caught confusion pain pain pain distant eyes promises made vain vain vainif must wish love never walk alone take care love miss lovesomeday love find break chains bind one night remind touched went separate ways ever hurts true love desert know still love though touched went separate wayssomeday love find break chains bind one night remind ever hurts true love desert know still love youi still love girl really love girl ever hurts true love desert
S01679,one on one,daryl hall  john oates,1983,1980s,39,walkerkq,im tired of playing on the team it seems i dont get time out anymore what a change if we set the pace face to face no one even trying to score and oh oh i can feel the magic of your touch and when you move in close a little bit means so much ooo yeah youve got to understand baby time out is what im here for one on one i wanna play that game tonight one on one i know i wanna play that one on one i wanna play that game tonight one on one so slow you cant tell me you dont miss me girl no i think i might know you too well i wonder what youd say if you knew that i was coming tonight want to i want you cant you tell one on one i wanna play that game tonight one on one i know i wanna play that one on one i wanna play that game tonight one on one so slow thats all you need to know now cause if its really right theres nothing else one on one i want to play that game tonight one on one i want to play that game tonight one on one i want to play that game tonight one on one i wanna play that game one on one on one on one girl there is nothing else but you and me i dont want no one else i dont want no one else baby im tired of playing im tired of playing i dont wanna play those games no more no more i wanna play with you girl i wanna play with you girl just you and me you and me you and me,tired playing team seems get time anymore change set pace face face one even trying score feel magic touch move close little bit means much got understand baby time one one play game tonight one one know play one one play game tonight one one slow tell miss girl think might know well wonder say knew coming tonight want want tell one one play game tonight one one know play one one play game tonight one one slow need know cause really right nothing else one one want play game tonight one one want play game tonight one one want play game tonight one one play game one one one one girl nothing else want one else want one else baby tired playing tired playing play games play girl play girl
S01680,weve got tonight,kenny rogers and sheena easton,1983,1980s,40,walkerkq, i know its late i know youre weary i know your plans dont include me still here we are both of us lonely longing for shelter from all that we see why should we worry no one will care girl look at the stars so far away weve got tonight who needs tomorrow weve got tonight babe why dont you staydeep in my soul ive been so lonely all of my hopes fading away ive longed for love like everyone else does i know ill keep searching even after today so there it is girl ive said it all now and here we are babe what do you say weve got tonight who needs tomorrow weve got tonight babe why dont you stayi know its late i know youre weary i know your plans dont include me still here we are both of us lonely both of us lonelyweve got tonight who needs tomorrow lets make it last lets find a way turn out the light come take my hand now weve got tonight babe why dont you stay why dont you stay ,know late know weary know plans include still lonely longing shelter see worry one care girl look stars far away weve got tonight needs tomorrow weve got tonight babe staydeep soul lonely hopes fading away longed love like everyone else know keep searching even today girl said babe say weve got tonight needs tomorrow weve got tonight babe stayi know late know weary know plans include still lonely lonelyweve got tonight needs tomorrow make last find way turn light come take hand weve got tonight babe stay stay
S01681,1999,prince,1983,1980s,41,walkerkq, dont worry i wont hurt you i only want you to have some funi was dreamin when i wrote this forgive me if it goes astray but when i woke up this mornin couldve sworn it was judgment day the sky was all purple there were people runnin everywhere tryin to run from the destruction you know i didnt even caresay say two thousand zero zero party over oops out of time so tonight im gonna party like its nineteen ninetyninei was dreamin when i wrote this so sue me if i go too fast but life is just a party and parties werent meant to last war is all around us my mind says prepare to fight so if i gotta die im gonna listen to my body tonight    meaning  byamandah   editor    only the musical genius that is prince could come up with a catchy single that doubles as a hardhitting protest song when the album 1999 hit shelved in 1982    see all   yeah hey they say two thousand zero zero party over oops out of time so tonight im gonna party like its nineteen ninetynine yeah yeah heypeople let me tell you somethinif you didnt come to party dont bother knockin on my door oww i got a lion in my pocket and baby hes ready to roar yeah hey everybodys got a bomb we could all die any day oh but before i let that happen ill dance my life away oh hothey say two thousand zero zero party over oops out of time were runnin out of time so tonight im gonna party like its nineteen ninetynine we gonna we gonna ohsay it one more time two thousand zero zero party over oops out of time no no so tonight im gonna party like its nineteen ninetynine we gonna we gonnaalright nineteen ninetynine you say it nineteen ninetynine mmm nineteen ninetynine oww nineteen ninetyninedont stop it dont stop it say it one more time two thousand zero zero party over oops out of time yeah yeah so tonight im gonna party like its nineteen ninetynine we gonna we gonna whoa yeah nineteen ninetynine dont you wanna go nineteen ninetynine dont you wanna go nineteen ninetynine we could all die any day nineteen ninetynine i dont wanna die id rather dance my life away nineteen ninetyninelisten to what im tryin to say everybody everybody say party come on now you say it party thats right everybody say party cant run from revelation no party sing it for your nation yall party ow dreamin when youre singin baby party say the telephone a ringin mama now party come on come on you say party everybody two times party ow work it down to the ground im sayin party oh baby say it again ooh hoo hoo party oh shake your body baby party thats right come on sing the song party ah aah ha party thats right party got a lion in my pocket mama say party ah and hes ready to roar partymommy why does everybody have a bomb mommy why does everybody have a bomb ,worry hurt want funi dreaming wrote forgive goes astray woke morning couldve sworn judgment day sky purple people running everywhere trying run destruction know even caresay say two thousand zero zero party oops time tonight party like nineteen ninetyninei dreaming wrote sue fast life party parties meant last war around mind says prepare fight listen body tonight meaning byamandah editor musical genius prince could come catchy single doubles hardhitting protest song album hit shelved see say two thousand zero zero party oops time tonight party like nineteen ninetynine heypeople let tell somethinif come party bother knocking door oww got lion pocket baby ready roar everybodys got bomb could day let happen dance life away hothey say two thousand zero zero party oops time running time tonight party like nineteen ninetynine ohsay one time two thousand zero zero party oops time tonight party like nineteen ninetynine gonnaalright nineteen ninetynine say nineteen ninetynine nineteen ninetynine oww nineteen ninetyninedont stop stop say one time two thousand zero zero party oops time tonight party like nineteen ninetynine nineteen ninetynine nineteen ninetynine nineteen ninetynine could day nineteen ninetynine rather dance life away nineteen ninetyninelisten trying say everybody everybody say party come say party right everybody say party run revelation party sing nation party dreaming singing baby party say telephone ringing party come come say party everybody two times party work ground saying party baby say hoo hoo party shake body baby party right come sing song party aah party right party got lion pocket say party ready roar partymommy everybody bomb mommy everybody bomb
S01682,stray cat strut,stray cats,1983,1980s,42,walkerkq, ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh oohblack and orange stray cat sittin on a fence i aint got enough dough to pay the rent im flat broke but i dont care i strut right by with my tail in the airstray cat strut im a ladies cat im a feline casanova hey man thats that get a shoe thrown at me from a mean old man get my dinner from a garbage candont go crossing my pathi dont bother chasing mice around i slink down the alleyway looking for a fight howling to the moonlight on a hot summer night singin the blues while the lady cats cry wild stray cat youre a real gone guy i wish i could be as carefree and wild but i got cat class and i got cat stylei dont bother chasing mice around i slink down the alleyway looking for a fight howling to the moonlight on a hot summer night singin the blues while the lady cats cry wild stray cat youre a real gone guy i wish i could be as carefree and wild but i got cat class and i got cat style ,oohblack orange stray cat sitting fence got enough dough pay rent flat broke care strut right tail airstray cat strut ladies cat feline casanova man get shoe thrown mean old man get dinner garbage candont crossing pathi bother chasing mice around slink alleyway looking fight howling moonlight hot summer night singing blues lady cats cry wild stray cat real gone guy wish could carefree wild got cat class got cat stylei bother chasing mice around slink alleyway looking fight howling moonlight hot summer night singing blues lady cats cry wild stray cat real gone guy wish could carefree wild got cat class got cat style
S01683,allentown,billy joel,1983,1980s,43,walkerkq, well were living here in allentown and theyre closing all the factories down out in bethlehem theyre killing time filling out forms standing in line well our fathers fought the second world war spent their weekends on the jersey shore met our mothers in the uso asked them to dance danced with them slow and were living here in allentownbut the restlessness was handed down and its getting very hard to staywell were waiting here in allentown for the pennsylvania we never found for the promises our teachers gave if we worked hard if we behavedso the graduations hang on the wall but they never really helped us at all no they never taught us what was real iron and coal and chromium steel and were waiting here in allentownbut theyve taken all the coal from the ground and the union people crawled awayevery child has a pretty good shot to get at least as far as their old man got but something happened on the way to that place they threw an american flag in our placewell im living here in allentown and its hard to keep a good man down but i wont be giving up todayand were living here in allentown ,well living allentown closing factories bethlehem killing time filling forms standing line well fathers fought second world war spent weekends jersey shore met mothers uso asked dance danced slow living allentownbut restlessness handed getting hard staywell waiting allentown pennsylvania never found promises teachers gave worked hard behavedso graduations hang wall never really helped never taught real iron coal chromium steel waiting allentownbut taken coal ground union people crawled awayevery child pretty good shot get least far old man got something happened way place threw american flag placewell living allentown hard keep good man giving todayand living allentown
S01684,stand back,stevie nicks,1983,1980s,44,walkerkq, no one looked as i walked by just an invitation would have been just fine said no to him again and again first he took my heart then he ranno one knows how i feel what i say unless you read between my lines one man walked away from me first he took my hand take me homestand back stand back in the middle of my room i did not hear from you its alright its alright to be standing in a line standing in a line i would crydo not turn away my friend like a willow i can bend no man calls my name no man cameso i walked on down away from you maybe your attention was more than you could do one man did not call he asked me for my love and that was allstand back stand back in the middle of my room i did not hear from you its alright its alright to be standing in a line standing in a line standing in a lineso i walked on down the line away from you maybe your attention was more than i could do one man did not call well he asked me for my love that was allstandback standbackyou do you do so i walked on down the line away from youmaby your attention was more than i could do one man did not call well he asked me for my love that was all standback standbackwell i need a little sympathy well i need a little sympathywell i need a little sympathiy i need to be standing in standback i need to be standing in standback i need to be standing in standback why dont you take me home why dont you take me home standback ,one looked walked invitation would fine said first took heart ranno one knows feel say unless lines one man walked away first took hand take homestand back stand back middle room hear alright alright standing line standing line would crydo turn away friend like willow bend man calls name man cameso walked away maybe attention could one man call asked love allstand back stand back middle room hear alright alright standing line standing line standing lineso walked line away maybe attention could one man call well asked love allstandback standbackyou walked line away youmaby attention could one man call well asked love standback standbackwell need little sympathy well need little sympathywell need little sympathiy need standing standback need standing standback need standing standback take home take home standback
S01685,tell her about it,billy joel,1983,1980s,45,walkerkq, listen boy i dont want to see you let a good thing slip awayyou know i dont like watching anybody make the same mistakes i madeshes a real nice girl and shes always there for you but a nice girl wouldnt tell you what you should dolisten boy im sure that you think you got it all under controlyou dont want somebody telling you the way to stay in someones soulyoure a big boy now youll never let her go but thats just the kind of thing she ought to knowtell her about it tell her everything you feel give her every reason to accept that youre for realtell her about it tell her all your crazy dreams let her know you need her let her know how much she meanslisten boy its not automatically a certain guarantee to insure yourself youve got to provide communication constantlywhen you love someone youre always insecure and theres only one good way to reassuretell her about it let her know how much you care when she cant be with you tell her you wish you were theretell her about it every day before you leave pay her some attention give her something to believecause now and then shell get to worrying just because you havent spoken for so long though you may not have done anything will that be a consolation when shes gonelisten boy its good information from a man whos made mistakesjust a word or two that she gets from you could be the difference that it makesshes a trusting soul shes put her trust in you but a girl like that wont tell you what you should dotell her about it tell her everything you feel give her every reason to accept that youre for realtell her about it tell her all your crazy dreams let her know you need her let her know how much she meanstell her about it tell her how you feel right now tell her about it the girl dont want to wait too long you got to tell her about it tell her now and you wont go wrong you got to tell her about it before it gets too late you got to tell her about it you know the girl dont want to wait you got to tell her about it ,listen boy want see let good thing slip awayyou know like watching anybody make mistakes madeshes real nice girl always nice girl tell dolisten boy sure think got controlyou want somebody telling way stay someones soulyoure big boy never let kind thing ought knowtell tell everything feel give every reason accept realtell tell crazy dreams let know need let know much meanslisten boy automatically certain guarantee insure got provide communication constantlywhen love someone always insecure one good way reassuretell let know much care tell wish theretell every day leave pay attention give something believecause shell get worrying spoken long though may done anything consolation gonelisten boy good information man made mistakesjust word two gets could difference makesshes trusting soul put trust girl like tell dotell tell everything feel give every reason accept realtell tell crazy dreams let know need let know much meanstell tell feel right tell girl want wait long got tell tell wrong got tell gets late got tell know girl want wait got tell
S01686,always something there to remind me,naked eyes,1983,1980s,46,walkerkq, i walk along the city streets you used to walk along with me and every step i take reminds me of just how we used to be oh how can i forget you girl when there is always something there to remind me always something there to remind mewhen shadows fall i pass a small cafe where we would dance at night and i cant help recalling how it felt to kiss and hold you tight oh how can i forget you girl when there is always something there to remind me always something there to remind mei was born to love her and i will never be free youll always be a part of meif you should find you miss the sweet and tender love we used to share just go back to the places where we used to go and ill be there oh how can i forget you girl when there is always something there to remind me always something there to remind mei was born to love her and i will never be free youll always be a part of me cause there is always something there to remind me always something there to remind mealways something there to remind me always something there to remind me always something there to remind me  ,walk along city streets used walk along every step take reminds used forget girl always something remind always something remind mewhen shadows fall pass small cafe would dance night help recalling felt kiss hold tight forget girl always something remind always something remind mei born love never free always part meif find miss sweet tender love used share back places used forget girl always something remind always something remind mei born love never free always part cause always something remind always something remind mealways something remind always something remind always something remind
S01687,truly,lionel richie,1983,1980s,47,walkerkq, girl tell me only this that ill have your heart for always and you want me by your side whispering the words ill always love youand forever i will be your lover and i know if you really care i will always be therei need to tell you this theres no other love like your love and i as long as i live ill give you all the joy my heart and soul can givelet me hold you i need to have you near me and i feel with you in my arms this love will last foreverbecause im truly truly in love with you girl im truly head over heels with your love i need you and with your love im free and truly you know youre all rightwith me ,girl tell heart always want side whispering words always love youand forever lover know really care always therei need tell love like love long live give joy heart soul givelet hold need near feel arms love last foreverbecause truly truly love girl truly head heels love need love free truly know rightwith
